year,totalvotes,democrat_voter,other_voter,republican_voter,gisjoin
2012,4781,3211,25,1545,G1301930
2012,11104,2494,167,8443,G1301950
2012,3170,1412,25,1733,G1301970
2012,9264,4331,77,4856,G1301990
2012,2775,852,18,1905,G1302010
2012,8275,4081,39,4155,G1302050
2012,12277,3785,131,8361,G1302070
2012,3832,1135,35,2662,G1302090
2012,9027,2753,88,6186,G1302110
2012,11217,2542,232,8443,G1302130
2012,70603,42573,520,27510,G1302150
2012,43234,21851,401,20982,G1302170
2012,17817,4421,298,13098,G1302190
2012,6273,1914,108,4251,G1302210
2012,57399,15825,728,40846,G1302230
2012,11516,6148,81,5287,G1302250
2012,12680,1975,158,10547,G1302270
2012,6846,1124,55,5667,G1302290
2012,8109,1356,85,6668,G1302310
2012,13608,3615,182,9811,G1302330
2012,3682,1219,19,2444,G1302350
2012,9222,2926,81,6215,G1302370
2012,1128,612,6,510,G1302390
2012,7463,1559,150,5754,G1302410
2012,3058,1770,17,1271,G1302430
2012,79020,52560,615,25845,G1302450
2012,38085,22023,346,15716,G1302470
2012,1748,448,14,1286,G1302490
2012,6100,2774,39,3287,G1302510
2012,3769,1478,46,2245,G1302530
2012,25088,9898,279,14911,G1302550
2012,9498,2131,146,7221,G1302570
2012,2076,1323,8,745,G1302590
2012,11831,6375,78,5378,G1302610
2012,3491,2265,24,1202,G1302630
2012,963,636,4,323,G1302650
2012,6667,1897,64,4706,G1302670
2012,3538,1572,18,1948,G1302690
2012,4336,1805,51,2480,G1302710
2012,4398,2544,20,1834,G1302730
2012,18953,7653,144,11156,G1302750
2012,13927,4660,82,9185,G1302770
2012,9344,2746,74,6524,G1302790
2012,6211,1273,62,4876,G1302810
2012,2750,1074,24,1652,G1302830
2012,25986,10547,260,15179,G1302850
2012,3559,1510,21,2028,G1302870
2012,4202,2270,25,1907,G1302890
2012,11079,2139,167,8773,G1302910
2012,11263,3959,74,7230,G1302930
2012,21896,5274,375,16247,G1302950
2012,37612,8148,428,29036,G1302970
2012,11939,3900,98,7941,G1302990
2012,2526,1529,7,990,G1303010
2012,8808,4714,59,4035,G1303030
2012,10269,2596,116,7557,G1303050
2012,1187,582,4,601,G1303070
2012,2160,772,22,1366,G1303090
2012,10488,1671,166,8651,G1303110
2012,26876,7210,361,19305,G1303130
2012,3129,1060,16,2053,G1303150
2012,4761,2087,39,2635,G1303170
2012,4450,2181,23,2246,G1303190
2012,8419,2487,63,5869,G1303210
2012,63454,47224,1477,14753,G1500010
2012,296742,204349,3932,88461,G1500030
2012,25372,18641,610,6121,G1500070
2012,48653,36052,999,11602,G1500090
2012,180546,77137,5855,97554,G1600010
2012,2060,577,70,1413,G1600030
2012,35260,13214,1036,21010,G1600050
2012,2822,302,31,2489,G1600070
2012,3884,1164,124,2596,G1600090
2012,17603,3822,341,13440,G1600110
2012,10194,5992,263,3939,G1600130
2012,3445,1053,108,2284,G1600150
2012,18536,6500,669,11367,G1600170
2012,43213,9903,1034,32276,G1600190
2012,4544,1225,181,3138,G1600210
2012,1286,258,27,1001,G1600230
2012,578,159,17,402,G1600250
2012,66090,19866,1855,44369,G1600270
2012,3052,386,58,2608,G1600290
2012,8396,1098,144,7154,G1600310
2012,328,66,27,235,G1600330
2012,3696,1032,123,2541,G1600350
2012,2352,530,78,1744,G1600370
2012,8001,2513,261,5227,G1600390
2012,5600,325,80,5195,G1600410
2012,5802,810,85,4907,G1600430
2012,7490,1957,222,5311,G1600450
2012,5118,1287,135,3696,G1600470
2012,7837,1708,208,5921,G1600490
2012,11381,1303,183,9895,G1600510
2012,6681,1699,178,4804,G1600530
2012,59828,18851,1596,39381,G1600550
2012,16759,8306,864,7589,G1600570
2012,4110,960,121,3029,G1600590
2012,1614,396,45,1173,G1600610
2012,1662,469,52,1141,G1600630
2012,14412,832,135,13445,G1600650
2012,6973,1390,141,5442,G1600670
2012,16848,6451,430,9967,G1600690
2012,2089,217,34,1838,G1600710
2012,3724,833,97,2794,G1600730
2012,8495,2271,220,6004,G1600750
2012,2903,982,51,1870,G1600770
2012,5148,2277,172,2699,G1600790
2012,4523,1926,139,2458,G1600810
2012,28142,7541,828,19773,G1600830
2012,4919,2095,160,2664,G1600850
2012,4330,1104,98,3128,G1600870
2012,30607,9648,543,20416,G1700010
2012,3501,1965,49,1487,G1700030
2012,7336,3020,221,4095,G1700050
2012,21365,9883,386,11096,G1700070
2012,2364,787,64,1513,G1700090
2012,16631,8134,333,8164,G1700110
2012,2576,1080,56,1440,G1700130
2012,7386,3665,166,3555,G1700150
2012,4862,2053,102,2707,G1700170
2012,78359,40831,2216,35312,G1700190
2012,14701,5494,322,8885,G1700210
2012,7860,2591,125,5144,G1700230
2012,5908,1584,134,4190,G1700250
2012,16450,5596,330,10524,G1700270
2012,21358,9262,465,11631,G1700290
2012,2011597,1488537,27518,495542,G1700310
2012,8609,2858,166,5585,G1700330
2012,5295,1641,145,3509,G1700350
2012,41092,21207,951,18934,G1700370
2012,7345,2601,165,4579,G1700390
2012,7897,2430,133,5334,G1700410
2012,401079,199460,6573,195046,G1700430
2012,7819,2565,122,5132,G1700450
2012,3228,754,69,2405,G1700470
2012,16613,3861,251,12501,G1700490
2012,8971,2853,167,5951,G1700510
2012,6006,1656,121,4229,G1700530
2012,17914,7254,393,10267,G1700550
2012,15356,8328,396,6632,G1700570
2012,2573,1029,52,1492,G1700590
2012,5622,2023,148,3451,G1700610
2012,21244,9451,450,11343,G1700630
2012,3941,1269,106,2566,G1700650
2012,9111,3650,190,5271,G1700670
2012,2330,742,53,1535,G1700690
2012,3568,1978,49,1541,G1700710
2012,24322,12332,407,11583,G1700730
2012,12784,3413,251,9120,G1700750
2012,24012,13319,829,9864,G1700770
2012,5043,1436,93,3514,G1700790
2012,16320,6089,420,9811,G1700810
2012,9959,3667,253,6039,G1700830
2012,11429,5667,228,5534,G1700850
2012,5672,1572,137,3963,G1700870
2012,181642,90332,2975,88335,G1700890
2012,45509,21595,778,23136,G1700910
2012,47295,22471,777,24047,G1700930
2012,23278,13451,419,9408,G1700950
2012,287493,153757,3972,129764,G1700970
2012,47259,23073,930,23256,G1700990
2012,5989,2011,121,3857,G1701010
2012,15301,6937,305,8059,G1701030
2012,15039,5020,266,9753,G1701050
2012,12053,3978,231,7844,G1701070
2012,12454,5967,340,6147,G1701090
2012,133844,59797,2449,71598,G1701110
2012,73382,31883,1552,39947,G1701130
2012,48899,22780,810,25309,G1701150
2012,21010,9464,600,10946,G1701170
2012,122473,58922,2943,60608,G1701190
2012,15764,6225,291,9248,G1701210
2012,5850,2455,105,3290,G1701230
2012,6272,2867,140,3265,G1701250
2012,6495,2092,125,4278,G1701270
2012,6151,2100,103,3948,G1701290
2012,8534,4507,151,3876,G1701310
2012,17432,6215,329,10888,G1701330
2012,12133,5058,299,6776,G1701350
2012,14096,5806,318,7972,G1701370
2012,6057,2144,129,3784,G1701390
2012,23367,9514,431,13422,G1701410
2012,78411,40209,1428,36774,G1701430
2012,9549,3819,223,5507,G1701450
2012,8707,3090,204,5413,G1701470
2012,7286,2278,148,4860,G1701490
2012,2222,650,60,1512,G1701510
2012,3003,1389,50,1564,G1701530
2012,3135,1559,74,1502,G1701550
2012,14392,5759,343,8290,G1701570
2012,7282,2362,164,4756,G1701590
2012,65016,39157,925,24934,G1701610
2012,119466,67285,2056,50125,G1701630
2012,10720,3701,213,6806,G1701650
2012,94297,42107,1965,50225,G1701670
2012,3890,1727,94,2069,G1701690
2012,2555,910,58,1587,G1701710
2012,10395,3342,210,6843,G1701730
2012,2662,1095,39,1528,G1701750
2012,21055,10165,378,10512,G1701770
2012,61048,24438,1275,35335,G1701790
2012,8282,3137,188,4957,G1701810
2012,30314,12878,544,16892,G1701830
2012,5134,1590,66,3478,G1701850
2012,7793,4044,131,3618,G1701870
2012,7405,2450,163,4792,G1701890
2012,7680,1514,178,5988,G1701910
2012,7064,2188,145,4731,G1701930
2012,25654,14833,487,10334,G1701950
2012,277387,144229,4189,128969,G1701970
2012,29143,10647,587,17909,G1701990
2012,118984,61732,2114,55138,G1702010
2012,18874,5572,341,12961,G1702030
2012,13011,3806,268,8937,G1800010
2012,146939,60036,2290,84613,G1800030
2012,29326,10625,618,18083,G1800050
2012,3578,1159,90,2329,G1800070
2012,4743,1927,105,2711,G1800090
2012,27737,8328,601,18808,G1800110
2012,7604,3060,212,4332,G1800130
2012,7810,2635,176,4999,G1800150
2012,14161,5371,347,8443,G1800170
2012,47146,20807,889,25450,G1800190
2012,10784,3460,228,7096,G1800210
2012,9883,3308,237,6338,G1800230
2012,4590,2041,128,2421,G1800250
2012,10250,2437,175,7638,G1800270
2012,22356,6528,434,15394,G1800290
2012,10308,2941,248,7119,G1800310
2012,16328,5419,322,10587,G1800330
2012,44968,22654,1063,21251,G1800350
2012,18542,6522,366,11654,G1800370
2012,67852,24399,1075,42378,G1800390
2012,8837,3555,237,5045,G1800410
2012,35305,14812,615,19878,G1800430
2012,7111,2237,210,4664,G1800450
2012,10560,2909,227,7424,G1800470
2012,8126,2621,188,5317,G1800490
2012,14721,4928,306,9487,G1800510
2012,25285,9589,545,15151,G1800530
2012,13111,4350,304,8457,G1800550
2012,136863,43796,2320,90747,G1800570
2012,32843,9319,728,22796,G1800590
2012,17671,6607,424,10640,G1800610
2012,66644,21112,1220,44312,G1800630
2012,19007,7613,556,10838,G1800650
2012,36290,15135,828,20327,G1800670
2012,15765,4596,307,10862,G1800690
2012,16712,5838,455,10419,G1800710
2012,12896,4672,269,7955,G1800730
2012,7901,3063,193,4645,G1800750
2012,13126,5728,302,7096,G1800770
2012,10250,3821,309,6120,G1800790
2012,57964,17260,1191,39513,G1800810
2012,15145,5228,305,9612,G1800830
2012,30060,6862,640,22558,G1800850
2012,9316,2898,187,6231,G1800870
2012,201758,130897,2430,68431,G1800890
2012,43681,24107,959,18615,G1800910
2012,17822,5779,421,11622,G1800930
2012,52370,24407,1194,26769,G1800950
2012,359009,216336,6164,136509,G1800970
2012,17765,6137,368,11260,G1800990
2012,4743,1351,130,3262,G1801010
2012,12781,4222,385,8174,G1801030
2012,57223,33436,1306,22481,G1801050
2012,14440,4271,345,9824,G1801070
2012,28266,7969,706,19591,G1801090
2012,5654,2212,151,3291,G1801110
2012,16244,5229,335,10680,G1801130
2012,2819,994,66,1759,G1801150
2012,7776,2939,220,4617,G1801170
2012,8113,2823,228,5062,G1801190
2012,6515,2110,171,4234,G1801210
2012,7875,4316,156,3403,G1801230
2012,5926,2125,174,3627,G1801250
2012,73039,37252,1381,34406,G1801270
2012,12226,4533,263,7430,G1801290
2012,5399,1899,134,3366,G1801310
2012,13829,4507,317,9005,G1801330
2012,10189,3769,202,6218,G1801350
2012,10983,3241,258,7484,G1801370
2012,7026,2221,172,4633,G1801390
2012,110704,56460,1666,52578,G1801410
2012,8720,3998,183,4539,G1801430
2012,16760,5359,423,10978,G1801450
2012,9728,4026,187,5515,G1801470
2012,8754,3809,207,4738,G1801490
2012,13695,4853,295,8547,G1801510
2012,8290,3191,197,4902,G1801530
2012,3397,1437,88,1872,G1801550
2012,56896,26711,1428,28757,G1801570
2012,7365,2432,160,4773,G1801590
2012,3100,1018,60,2022,G1801610
2012,72404,31725,1290,39389,G1801630
2012,6581,2979,176,3426,G1801650
2012,39877,19712,796,19369,G1801670
2012,12874,3973,257,8644,G1801690
2012,3800,1324,99,2377,G1801710
2012,24630,8793,486,15351,G1801730
2012,10737,3909,295,6533,G1801750
2012,25477,10591,565,14321,G1801770
2012,12935,3436,243,9256,G1801790
2012,9903,3637,296,5970,G1801810
2012,15011,4420,333,10258,G1801830
2012,3996,1790,92,2114,G1900010
2012,2185,1028,49,1108,G1900030
2012,6934,3553,117,3264,G1900050
2012,6245,2951,133,3161,G1900070
2012,3457,1611,44,1802,G1900090
2012,14023,6862,221,6940,G1900110
2012,67141,39821,1085,26235,G1900130
2012,14388,7512,320,6556,G1900150
2012,13346,6763,178,6405,G1900170
2012,10535,5911,174,4450,G1900190
2012,8383,3700,129,4554,G1900210
2012,7545,3329,110,4106,G1900230
2012,5230,2238,101,2891,G1900250
2012,10674,4947,126,5601,G1900270
2012,7205,2858,130,4217,G1900290
2012,9649,4972,148,4529,G1900310
2012,23824,13316,380,10128,G1900330
2012,6415,2634,119,3662,G1900350
2012,6484,3554,94,2836,G1900370
2012,4430,2189,117,2124,G1900390
2012,8502,3385,166,4951,G1900410
2012,9138,4806,168,4164,G1900430
2012,25000,15141,427,9432,G1900450
2012,6752,3066,91,3595,G1900470
2012,38116,16576,552,20988,G1900490
2012,3773,1520,115,2138,G1900510
2012,3833,1791,95,1947,G1900530
2012,9378,4616,126,4636,G1900550
2012,20385,11888,361,8136,G1900570
2012,10159,4095,152,5912,G1900590
2012,50894,28768,846,21280,G1900610
2012,4687,2099,81,2507,G1900630
2012,10366,5732,142,4492,G1900650
2012,8257,4680,105,3472,G1900670
2012,5186,2266,97,2823,G1900690
2012,3668,1637,59,1972,G1900710
2012,4846,2375,91,2380,G1900730
2012,6962,2635,112,4215,G1900750
2012,5888,2569,148,3171,G1900770
2012,7927,3782,154,3991,G1900790
2012,5925,2521,87,3317,G1900810
2012,8898,4075,153,4670,G1900830
2012,7322,3136,121,4065,G1900850
2012,9697,4460,202,5035,G1900870
2012,4645,2768,82,1795,G1900890
2012,5158,1972,87,3099,G1900910
2012,3663,1321,56,2286,G1900930
2012,8866,4144,153,4569,G1900950
2012,10242,5907,158,4177,G1900970
2012,19515,10257,381,8877,G1900990
2012,8530,4798,296,3436,G1901010
2012,75977,50666,1613,23698,G1901030
2012,10449,5534,194,4721,G1901050
2012,5266,2303,120,2843,G1901070
2012,8923,3850,136,4937,G1901090
2012,18911,10714,412,7785,G1901110
2012,118453,68581,2250,47622,G1901130
2012,4968,2452,96,2420,G1901150
2012,4323,1987,82,2254,G1901170
2012,6509,1423,108,4978,G1901190
2012,8458,3630,190,4638,G1901210
2012,10883,4213,222,6448,G1901230
2012,17687,7507,352,9828,G1901250
2012,19064,10257,335,8472,G1901270
2012,7212,2848,148,4216,G1901290
2012,5586,2831,112,2643,G1901310
2012,4742,2101,84,2557,G1901330
2012,3830,1731,73,2026,G1901350
2012,5025,1922,102,3001,G1901370
2012,19865,11323,374,8168,G1901390
2012,7341,1969,106,5266,G1901410
2012,3194,912,52,2230,G1901430
2012,7079,2613,118,4348,G1901450
2012,4887,2139,88,2660,G1901470
2012,12950,4164,189,8597,G1901490
2012,4032,1523,113,2396,G1901510
2012,228882,128465,4321,96096,G1901530
2012,42301,19644,797,21860,G1901550
2012,9975,5357,194,4424,G1901570
2012,2599,1186,45,1368,G1901590
2012,5291,2122,75,3094,G1901610
2012,90263,50652,1360,38251,G1901630
2012,6483,2469,103,3911,G1901650
2012,17308,2700,201,14407,G1901670
2012,47150,26192,1290,19668,G1901690
2012,9017,4768,151,4098,G1901710
2012,2995,1262,50,1683,G1901730
2012,5957,3043,101,2813,G1901750
2012,3569,1402,103,2064,G1901770
2012,15770,8663,318,6789,G1901790
2012,26072,12551,469,13052,G1901810
2012,11004,5115,327,5562,G1901830
2012,2900,1251,66,1583,G1901850
2012,18292,9537,286,8469,G1901870
2012,5918,2903,109,2906,G1901890
2012,11084,6256,206,4622,G1901910
2012,45019,22302,876,21841,G1901930
2012,4172,2350,78,1744,G1901950
2012,6278,2836,93,3349,G1901970
2012,5310,1869,125,3316,G2000010
2012,3315,944,95,2276,G2000030
2012,6674,2567,190,3917,G2000050
2012,2314,482,60,1772,G2000070
2012,10341,2297,170,7874,G2000090
2012,6254,1996,156,4102,G2000110
2012,3993,1076,88,2829,G2000130
2012,26085,7282,646,18157,G2000150
2012,1271,358,38,875,G2000170
2012,1630,280,46,1304,G2000190
2012,8571,2930,185,5456,G2000210
2012,1426,233,34,1159,G2000230
2012,1017,174,38,805,G2000250
2012,3686,834,64,2788,G2000270
2012,4058,974,130,2954,G2000290
2012,3906,898,105,2903,G2000310
2012,928,143,18,767,G2000330
2012,12710,4319,310,8081,G2000350
2012,14945,6826,411,7708,G2000370
2012,1532,266,48,1218,G2000390
2012,8042,2020,190,5832,G2000410
2012,3403,902,87,2414,G2000430
2012,48145,29267,1477,17401,G2000450
2012,1385,298,28,1059,G2000470
2012,1369,281,39,1049,G2000490
2012,11714,3057,258,8399,G2000510
2012,2712,702,80,1930,G2000530
2012,9084,2682,183,6219,G2000550
2012,8362,2600,160,5602,G2000570
2012,10990,3694,312,6984,G2000590
2012,7845,3332,141,4372,G2000610
2012,1383,176,39,1168,G2000630
2012,1340,256,28,1056,G2000650
2012,2306,456,39,1811,G2000670
2012,1958,324,31,1603,G2000690
2012,670,113,14,543,G2000710
2012,2123,478,55,1590,G2000730
2012,877,163,21,693,G2000750
2012,2389,550,80,1759,G2000770
2012,14294,5373,333,8588,G2000790
2012,1396,215,22,1159,G2000810
2012,1060,179,13,868,G2000830
2012,5561,1901,133,3527,G2000850
2012,8013,2977,209,4827,G2000870
2012,1497,229,33,1235,G2000890
2012,274365,110526,5438,158401,G2000910
2012,1386,268,21,1097,G2000930
2012,3231,733,101,2397,G2000950
2012,1144,163,5,976,G2000970
2012,8037,3117,178,4742,G2000990
2012,928,172,17,739,G2001010
2012,29085,11357,669,17059,G2001030
2012,1483,289,29,1165,G2001050
2012,4467,1170,120,3177,G2001070
2012,1350,197,27,1126,G2001090
2012,11875,5111,294,6470,G2001110
2012,12297,3449,303,8545,G2001130
2012,5409,1385,135,3889,G2001150
2012,4773,1469,109,3195,G2001170
2012,1709,258,23,1428,G2001190
2012,14856,4712,286,9858,G2001210
2012,2965,584,54,2327,G2001230
2012,12417,3501,286,8630,G2001250
2012,2562,718,71,1773,G2001270
2012,1278,189,17,1072,G2001290
2012,5026,1000,96,3930,G2001310
2012,6480,2050,158,4272,G2001330
2012,1444,218,17,1209,G2001350
2012,2325,398,49,1878,G2001370
2012,6906,2268,211,4427,G2001390
2012,1838,324,35,1479,G2001410
2012,2933,558,80,2295,G2001430
2012,2608,718,54,1836,G2001450
2012,2565,382,48,2135,G2001470
2012,9479,2335,340,6804,G2001490
2012,3801,980,50,2771,G2001510
2012,1444,190,31,1223,G2001530
2012,24422,8085,619,15718,G2001550
2012,2686,477,75,2134,G2001570
2012,3681,911,94,2676,G2001590
2012,21101,8977,617,11507,G2001610
2012,2460,361,61,2038,G2001630
2012,1570,367,37,1166,G2001650
2012,3200,593,54,2553,G2001670
2012,21496,7040,616,13840,G2001690
2012,2052,277,47,1728,G2001710
2012,182895,71977,4412,106506,G2001730
2012,5176,1490,69,3617,G2001750
2012,76508,36975,1751,37782,G2001770
2012,1342,168,20,1154,G2001790
2012,2623,577,70,1976,G2001810
2012,2023,358,41,1624,G2001830
2012,1839,404,50,1385,G2001850
2012,759,143,11,605,G2001870
2012,2034,252,33,1749,G2001890
2012,9141,2658,223,6260,G2001910
2012,3474,598,88,2788,G2001930
2012,1579,291,27,1261,G2001950
2012,3267,918,93,2256,G2001970
2012,798,68,11,719,G2001990
2012,2889,524,49,2316,G2002010
2012,987,157,9,821,G2002030
2012,3717,818,74,2825,G2002050
2012,1447,380,32,1035,G2002070
2012,50738,34302,940,15496,G2002090
2012,7600,1660,99,5841,G2100010
2012,7100,1808,108,5184,G2100030
2012,10320,3315,183,6822,G2100050
2012,3895,1189,59,2647,G2100070
2012,16568,5400,246,10922,G2100090
2012,4122,1770,77,2275,G2100110
2012,9482,2224,131,7127,G2100130
2012,52511,15629,960,35922,G2100150
2012,7923,3075,156,4692,G2100170
2012,19049,7776,389,10884,G2100190
2012,12373,4471,199,7703,G2100210
2012,3232,1147,56,2029,G2100230
2012,5008,1562,128,3318,G2100250
2012,7969,2825,119,5025,G2100270
2012,31779,9971,502,21306,G2100290
2012,5060,1293,51,3716,G2100310
2012,5860,1852,104,3904,G2100330
2012,15072,5317,315,9440,G2100350
2012,40177,15080,857,24240,G2100370
2012,2619,750,34,1835,G2100390
2012,3680,1629,52,1999,G2100410
2012,8908,3383,246,5279,G2100430
2012,6091,1086,101,4904,G2100450
2012,21955,8252,228,13475,G2100470
2012,15416,5228,257,9931,G2100490
2012,7383,1111,96,6176,G2100510
2012,4393,752,72,3569,G2100530
2012,3854,960,55,2839,G2100550
2012,2854,599,39,2216,G2100570
2012,42087,16208,787,25092,G2100590
2012,4668,1374,62,3232,G2100610
2012,2399,1186,87,1126,G2100630
2012,5184,1356,79,3749,G2100650
2012,125866,62080,2991,60795,G2100670
2012,5782,1911,91,3780,G2100690
2012,14890,4733,373,9784,G2100710
2012,23337,11535,457,11345,G2100730
2012,2481,1022,34,1425,G2100750
2012,3061,1238,65,1758,G2100770
2012,7077,1661,106,5310,G2100790
2012,8608,2810,134,5664,G2100810
2012,15503,4547,257,10699,G2100830
2012,9271,2744,123,6404,G2100850
2012,4856,1165,57,3634,G2100870
2012,15168,6027,286,8855,G2100890
2012,4134,1833,89,2212,G2100910
2012,39218,15214,647,23357,G2100930
2012,10657,1830,175,8652,G2100950
2012,7163,2471,136,4556,G2100970
2012,6622,2283,82,4257,G2100990
2012,18622,8091,235,10296,G2101010
2012,6590,2530,120,3940,G2101030
2012,2139,686,22,1431,G2101050
2012,19767,5789,297,13681,G2101070
2012,5061,612,84,4365,G2101090
2012,339579,186181,4975,148423,G2101110
2012,20633,6001,399,14233,G2101130
2012,9035,1723,217,7095,G2101150
2012,67704,24920,1395,41389,G2101170
2012,5693,1420,143,4130,G2101190
2012,11100,2484,149,8467,G2101210
2012,5764,1733,120,3911,G2101230
2012,22408,3905,352,18151,G2101250
2012,5592,1520,77,3995,G2101270
2012,2623,595,51,1977,G2101290
2012,4950,433,78,4439,G2101310
2012,8758,1702,245,6811,G2101330
2012,4769,1342,101,3326,G2101350
2012,9152,2582,154,6416,G2101370
2012,4511,1346,76,3089,G2101390
2012,10510,3469,142,6899,G2101410
2012,3839,1373,54,2412,G2101430
2012,30551,10062,510,19979,G2101450
2012,5707,1069,74,4564,G2101470
2012,4200,1432,63,2705,G2101490
2012,33322,11512,682,21128,G2101510
2012,4906,1433,82,3391,G2101530
2012,7318,3418,100,3800,G2101550
2012,15719,5022,295,10402,G2101570
2012,3824,574,70,3180,G2101590
2012,6881,2592,92,4197,G2101610
2012,10916,4122,188,6606,G2101630
2012,2598,1048,66,1484,G2101650
2012,9939,2966,153,6820,G2101670
